-85	81	225
-84	80	225
-85	81	223
-82	83	218
-81	86	208
-71	86	198
-59	91	187
-41	94	164
-31	94	139
-30	92	117
-32	87	116
-14	92	132
12	89	158
29	83	180
35	80	191
41	78	197
55	72	211
69	66	205
50	51	237
48	41	250
24	43	249
5	37	256
10	19	271
15	-5	289
-12	-17	294
-21	-34	300
20	-22	302
42	-9	296
49	10	286
38	34	272
16	52	257
-34	56	239
11	27	278
32	-50	315
41	-90	318
38	-105	318
35	-103	319
10	-60	316
-11	-28	304
-27	-4	291
-41	16	274
-54	29	257
-44	74	195
-48	75	186
-56	74	184
-54	72	193
-41	69	205
-30	77	199
-19	83	194
-9	83	196
-2	85	198
4	84	202
8	83	203
2	83	201
2	84	196
14	84	200
23	89	191
0	94	163
-14	96	131
-19	89	88
-16	71	43
-3	39	-1
9	19	-18
0	13	-23
-9	15	-20
-10	2	-31
-14	-17	-40
-13	-14	-39
-22	-6	-34
5	-27	-48
10	-63	-60
12	-123	-65
9	-229	-30
16	-264	-3
32	-296	37
64	-315	86
80	-314	132
98	-305	164
118	-285	201
160	-261	186
197	-224	171
223	-172	110
209	-139	49
181	-123	9
154	-112	-13
133	-101	-27
112	-84	-37
87	-80	-44
98	-94	-43
109	-149	-33
105	-205	-17
119	-216	-5
142	-232	21
146	-241	34
181	-218	54
172	-208	34
160	-206	17
142	-188	-8
109	-172	-31
70	-169	-46
50	-165	-51
43	-156	-55
23	-184	-49
28	-198	-43
3	-190	-47
-17	-129	-58
-14	-62	-56
-12	-7	-37
-7	19	-21
8	46	0
17	60	15
17	69	26
26	83	49
45	96	89
55	99	128
58	95	169
53	82	205
39	72	224
25	46	260
15	36	270
1	34	268
-15	41	261
-37	45	247
-57	48	234
-69	44	227
-72	60	197
-51	69	199
12	86	196
17	84	198
15	84	195
5	89	183
12	91	175
-6	93	163
-5	89	179
12	84	197
12	78	213
9	76	216
10	67	231
26	45	260
43	38	269
72	32	266
83	25	269
85	28	265
100	30	258
83	34	262
59	46	258
44	54	255
73	64	231
98	58	226
112	50	226
131	38	227
148	25	223
170	15	206
166	13	216
154	18	226
149	25	228
145	30	223
157	35	196
136	35	230
70	48	255
9	49	260
-40	27	268
-60	-2	277
-75	-24	276
-98	-39	267
-128	-68	250
-149	-99	235
-161	-134	217
-165	-150	203
-168	-148	204
-167	-139	214
-161	-137	221
-167	-120	217
-170	-125	213
-177	-136	184
-180	-151	138
-182	-147	131
-176	-136	87
-164	-91	59
-137	-48	30
-95	-10	10
-8	18	-11
66	19	-8
98	17	1
117	15	11
131	13	20
159	5	37
168	2	45
182	-6	58
192	-12	70
204	-20	85
210	-26	94
215	-34	98
218	-41	103
218	-40	108
213	-28	111
212	-28	111
210	-25	99
202	-20	75
191	-15	56
169	-11	29
123	3	0
80	8	-18
40	7	-25
-14	3	-26
-50	0	-19
-92	-9	-2
-130	-19	24
-159	-31	57
