-82	167	84
-82	168	84
-82	168	82
-80	168	84
-81	167	84
-81	166	83
-81	167	84
-82	166	83
-80	166	84
-81	167	83
-81	166	83
-79	170	81
-80	171	77
-78	173	78
-68	172	87
-66	178	77
-34	174	97
-7	177	89
-6	186	63
28	179	68
45	158	92
46	139	109
54	105	130
52	97	132
43	96	136
29	104	134
28	113	128
50	104	128
55	98	132
59	88	136
60	77	143
72	71	141
107	67	123
128	65	104
150	63	77
166	66	45
172	66	11
167	70	-35
147	75	-75
86	77	-137
17	81	-154
-17	84	-153
-24	87	-153
7	84	-155
89	71	-137
136	80	-94
153	88	-56
156	97	-14
150	103	27
140	96	63
133	93	75
121	96	86
105	98	103
105	98	103
95	103	108
57	107	123
11	102	136
-33	90	138
-72	78	132
-113	76	107
-124	73	99
-134	70	88
-145	76	65
-156	90	22
-139	109	-33
-131	111	-51
-148	99	-14
-147	95	28
-134	94	63
-109	88	101
-68	93	128
-44	103	129
-33	107	131
-18	108	132
-11	119	124
12	133	113
11	135	110
22	134	115
52	135	102
25	152	92
17	158	86
19	170	69
17	179	51
10	186	24
7	190	-2
2	190	-18
-1	182	-62
11	172	-87
27	151	-117
34	129	-141
37	106	-159
38	96	-164
38	84	-171
36	75	-175
36	59	-182
35	31	-191
34	-9	-195
36	-55	-190
41	-106	-169
54	-148	-139
68	-176	-102
70	-196	-61
68	-207	-8
58	-207	31
55	-195	68
89	-178	82
107	-166	85
117	-147	99
107	-127	126
101	-95	151
91	-46	170
84	-2	175
80	26	171
80	54	160
78	71	153
73	100	137
65	126	120
60	136	112
68	136	107
83	120	116
99	93	128
107	72	135
112	41	142
118	-8	148
117	-48	148
100	-96	141
52	-139	135
7	-157	125
-37	-161	113
-64	-159	106
-84	-147	104
-122	-133	92
-159	-122	50
-177	-111	5
-181	-100	-24
-181	-97	-35
-180	-93	-49
-178	-90	-57
-175	-87	-70
-169	-75	-90
-158	-59	-114
-140	-34	-141
-122	28	-159
-105	78	-154
-94	119	-137
-90	152	-105
-93	171	-74
-105	177	-40
-121	168	2
-126	158	35
-131	143	56
-129	133	72
-128	124	78
-134	111	76
-149	100	41
-151	93	35
-151	89	41
-158	84	5
-148	74	-63
-126	74	-97
-111	73	-111
-80	80	-127
-75	86	-121
-85	98	-106
-87	110	-87
-99	105	-78
-115	97	-64
-126	90	-27
-132	71	1
-125	77	14
-112	96	32
-109	111	25
-100	116	22
-84	129	7
-66	143	-6
-51	147	-33
-19	135	-77
38	138	-84
86	133	-69
117	129	-47
122	134	-25
113	144	-19
104	147	-7
110	144	-6
112	141	-15
72	141	-83
31	143	-102
0	137	-116
-17	135	-118
-21	119	-139
-130	123	-71
-134	120	-67
-138	111	-72
-126	102	-92
-131	88	-93
-163	76	-59
-165	86	-38
-151	112	-28
-128	137	-29
-105	148	-44
-99	140	-67
-100	130	-82
-98	113	-106
-80	87	-138
-43	62	-162
-46	41	-169
-43	28	-170
-52	10	-168
-71	1	-162
-77	-1	-160
-76	-17	-161
-61	-47	-166
-46	-83	-162
-34	-117	-153
-32	-134	-145
-41	-138	-142
-55	-124	-150
-80	-111	-148
-84	-103	-151
-105	-92	-148
-125	-88	-134
-128	-119	-113
-118	-141	-103
-95	-138	-123
-73	-127	-146
-85	-113	-147
-81	-95	-159
-115	-70	-151
-144	-35	-134
-162	32	-108
-172	69	-71
-172	95	-33
-157	113	33
-143	117	64
-141	116	68
-140	131	31
-118	152	-12
-85	166	-60
-88	141	-104
-106	112	-121
-107	98	-131
-90	90	-145
-70	95	-151
-70	101	-147
-94	117	-127
-79	149	-97
-111	135	-89
-102	133	-95
-60	153	-99
-38	175	-68
-17	190	-27
-34	181	12
-80	165	22
-110	150	13
-118	145	10
-105	152	2
-84	163	-5
-71	168	-7
-50	171	-33
-31	177	-1
-6	178	15
31	178	17
68	168	27
98	161	8
120	150	-15
140	125	-64
150	101	-88
160	70	-108
164	47	-114
177	40	-103
181	79	-63
184	88	-21
189	59	25
197	39	20
207	18	-19
204	-3	-57
200	-12	-75
200	4	-69
201	41	-24
196	44	4
198	38	-6
206	16	-41
202	-7	-67
191	-29	-92
175	-50	-112
156	-65	-131
139	-72	-145
107	-41	-177
63	-24	-197
30	-37	-204
14	-47	-204
7	-60	-201
7	-71	-198
6	-82	-195
1	-87	-193
14	-98	-190
6	-110	-184
-9	-134	-171
-9	-144	-165
8	-140	-171
14	-131	-178
0	-71	-203
-14	-62	-204
-64	-36	-203
-80	-36	-198
-63	-45	-200
-45	-70	-198
-55	-76	-194
-77	-86	-183
-90	-100	-171
-91	-84	-180
-92	-89	-176
-90	-125	-159
-85	-135	-156
-93	-118	-164
-187	-80	-101
-206	-71	-71
-221	-46	-34
-229	20	-4
-226	30	18
-200	35	101
-67	41	198
1	-5	211
35	-47	205
55	-81	191
71	-108	176
99	-128	154
125	-142	129
163	-145	78
197	-120	27
214	-87	-11
216	-80	-32
211	-89	-34
199	-121	-11
96	-169	108
-24	-122	173
-122	23	175
-182	52	122
-203	0	102
-209	-28	86
-221	-22	57
-226	59	-14
-155	154	-68
-15	206	-80
71	203	-47
152	150	39
160	73	116
141	-13	146
141	-57	133
158	-42	122
151	1	137
137	37	146
96	83	161
40	118	163
30	129	163
-1	139	161
-98	127	145
-128	120	131
-127	143	108
-114	160	97
-115	170	74
-112	182	45
-101	189	34
-90	195	37
-58	204	40
-63	208	17
-53	210	18
-48	209	28
-52	208	31
-55	203	49
-84	197	38
-93	194	16
-101	191	3
-99	191	6
-96	191	-23
-108	188	-6
-116	181	-36
-123	152	-98
-135	93	-144
-96	28	-180
-26	-10	-211
6	-67	-203
-2	-90	-194
-31	-98	-185
-64	-84	-183
-98	-48	-176
-126	-16	-164
-156	55	-128
-155	135	-53
-72	198	-25
-48	205	-26
-55	205	-17
-71	200	-30
-82	196	-40
-71	197	-52
-27	207	-38
40	192	61
50	132	134
47	63	162
48	45	165
53	61	157
42	117	145
14	160	118
-32	196	68
-65	202	24
-68	202	11
-60	204	16
-3	196	63
0	190	77
-23	195	63
-74	193	33
-129	170	8
-147	158	-4
-153	151	-13
-124	174	-1
-100	188	3
-93	184	32
-88	180	53
-65	174	80
-64	166	92
-92	161	80
-106	160	70
-102	164	69
-97	167	67
-98	168	64
-95	169	65
-88	169	70
-49	166	97
-23	154	116
0	144	127
17	142	128
