topleft
164	63	121
topright
-88	94	167
bottomright
-56	-79	337
bottomleft
152	-114	310

45	95	227
49	92	230
63	91	227
81	83	230
74	79	242
57	76	255
19	72	266
-6	77	256
-19	89	236
-18	104	201
-2	111	179
17	115	133
23	116	119
35	111	118
58	111	165
68	98	208
76	77	244
80	61	262
69	52	277
54	49	285
31	48	287
13	49	289
3	44	292
-12	42	294
-29	41	289
-44	39	289
-53	33	289
-57	34	289
-60	40	281
-64	47	272
-67	67	249
-72	77	226
-75	83	214
-75	83	211
-76	86	204
-76	86	206
-74	86	206
-71	86	211
-61	88	218
-53	88	222
-53	85	222
-51	88	223
-52	88	221
-53	88	223
-53	88	221
-48	90	221
-38	98	210
-27	104	201
-11	108	190
14	109	195
28	107	197
41	107	199
52	105	198
65	101	196
75	98	201
83	94	202
94	90	206
101	85	209
105	83	212
107	83	209
106	83	210
103	84	212
99	85	212
85	92	213
73	92	219
64	87	233
52	78	252
51	72	263
49	60	276
42	50	285
39	41	293
36	36	298
36	36	299
32	36	297
24	40	297
-1	46	291
-39	50	278
-64	48	269
-86	39	267
-89	34	269
-89	29	273
-89	25	278
-88	25	275
-89	28	274
-97	28	269
-100	33	261
-102	42	249
-105	51	237
-101	56	233
-94	66	225
-75	85	205
-58	100	181
-43	108	159
-29	112	146
-12	113	137
3	116	136
18	115	138
46	114	153
65	107	173
73	100	194
72	97	210
55	94	221
51	90	235
57	82	244
67	77	247
80	74	248
86	69	250
96	65	250
103	62	248
107	61	250
100	60	254
86	58	264
87	52	271
88	51	272
88	52	271
88	51	270
88	55	268
86	61	261
66	68	261
43	71	263
29	72	263
14	67	269
5	64	273
-3	60	277
-17	56	279
-34	49	281
-49	43	283
-59	41	279
-60	39	281
-62	38	281
-64	38	280
-66	38	280
-68	40	276
-71	40	274
-70	38	277
-68	31	284
-61	12	304
-44	-10	321
-25	-23	332
-11	-30	336
4	-48	341
3	-46	341
0	-41	339
-1	-42	340
-5	-38	338
-3	-37	337
-2	-37	338
-2	-31	336
-1	-23	335
5	-8	328
8	-3	326
11	-1	324
17	3	323
24	6	320
28	8	319
33	10	317
38	5	320
38	0	324
38	1	323
37	1	321
36	1	321
28	4	321
18	0	323
11	1	323
-3	-4	325
-15	-8	325
-30	-17	326
-39	-30	329
-43	-33	328
-45	-29	329
-49	-15	320
-55	13	304
-57	44	277
-55	74	244
-45	92	217
-42	101	198
-41	105	178
-35	109	168
-20	112	163
29	108	192
54	103	203
71	97	210
81	93	210
83	93	209
