topleft
-75	102	142
topright
-68	-90	342
bottomright
-114	-290	169
bottomleft
-78	-76	316

-115	-16	285
-110	-14	288
-104	-5	287
-99	6	283
-96	14	281
-100	17	275
-110	20	265
-124	24	252
-140	14	243
-152	4	238
-159	-7	237
-162	-19	241
-169	-37	239
-175	-56	243
-178	-91	248
-175	-130	246
-176	-130	245
-172	-102	251
-164	-75	255
-145	-43	267
-122	-16	278
-103	0	283
-93	5	286
-94	8	286
-96	13	281
-100	16	278
-105	17	272
-107	26	266
-108	33	255
-103	43	250
-101	48	245
-99	56	238
-89	71	224
-78	83	212
-70	90	197
-68	96	189
-69	94	192
-83	89	192
-100	79	194
-105	71	203
-111	64	210
-120	58	213
-129	44	220
-141	26	228
-146	14	239
-149	2	245
-157	-16	250
-165	-39	251
-172	-59	252
-175	-59	247
-175	-65	249
-179	-73	249
-179	-82	250
-180	-86	251
-179	-87	249
-178	-83	249
-177	-79	251
-176	-76	248
-173	-72	252
-172	-66	249
-167	-66	253
-166	-62	253
-163	-59	255
-157	-57	259
-152	-53	266
-145	-51	271
-138	-48	274
-132	-39	277
-128	-36	277
-140	-48	272
-152	-61	266
-166	-82	253
-174	-102	245
-179	-119	241
-182	-135	232
-182	-145	229
-184	-156	220
-185	-164	213
-185	-172	209
-184	-175	208
-185	-174	212
-185	-162	219
-183	-142	232
-179	-119	243
-175	-104	252
-170	-85	259
-165	-72	264
-163	-58	264
-163	-44	257
-167	-28	248
-166	-22	241
-167	-21	243
-164	-21	246
