# triangle
-122	21	250
-122	21	248
-122	20	252
-121	19	253
-124	17	253
-124	19	249
-129	19	249
-128	22	243
-131	26	240
-133	30	232
-138	29	231
-139	31	225
-145	34	220
-156	35	202
-158	35	189
-161	32	188
-162	31	192
-165	29	191
-166	28	188
-167	29	191
-165	27	192
-166	24	203
-164	18	208
-167	14	216
-168	3	223
-172	-12	233
-172	-27	242
-171	-46	255
-170	-70	266
-168	-98	269
-167	-120	271
-167	-141	268
-169	-150	263
-169	-152	261
-171	-152	261
-171	-147	260
-172	-138	262
-173	-119	264
-170	-103	267
-164	-79	269
-156	-57	275
-144	-34	275
-131	-17	275
-113	4	276
-101	16	274
-90	27	273
-89	32	268
-88	35	269
-87	32	270
-87	32	269

